,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,how_many_datasets_have_syn_include_zeros
522,ASH,RIM,0.0,1.0,7.0,0.0,0.0,2,8.0,,2,0,not specific,8.0
523,ASH,RIP,0.0,0.0,4.0,0.0,0.0,1,4.0,,1,0,not specific,4.0
524,ASH,RIR,0.0,0.0,4.0,0.0,0.0,1,4.0,,1,0,not specific,4.0
525,ASH,RMG,0.0,4.0,6.0,0.0,0.0,2,10.0,10.0,2,0,not specific,10.0
526,ASH,SMB,0.0,1.0,7.0,0.0,0.0,2,8.0,4.0,2,0,not specific,8.0
527,ASH,URX,0.0,2.0,2.0,0.0,0.0,2,4.0,2.0,2,0,not specific,4.0
528,ASI,ADA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
529,ASI,ADF,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
530,ASI,ADL,0.0,0.0,1.0,11.0,0.0,2,12.0,4.0,1,1,not specific,12.0
531,ASI,AFD,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
532,ASI,AIA,12.0,11.0,7.0,8.0,2.0,5,40.0,40.0,3,2,core,40.0
533,ASI,AIB,12.0,13.0,7.0,25.0,11.0,5,68.0,68.0,3,2,core,68.0
534,ASI,AIM,0.0,0.0,0.0,13.0,5.0,2,18.0,18.0,0,2,pristi_specific,18.0
535,ASI,AIY,1.0,2.0,5.0,12.0,10.0,5,30.0,7.5,3,2,core,30.0
536,ASI,AIZ,0.0,0.0,1.0,22.0,7.0,3,30.0,15.0,1,2,not specific,30.0
537,ASI,ASE,0.0,1.0,13.0,22.0,0.0,3,36.0,36.0,2,1,not specific,36.0
538,ASI,ASG,5.0,8.0,6.0,0.0,0.0,3,19.0,19.0,3,0,cel_specific,19.0
539,ASI,ASH,0.0,1.0,3.0,0.0,2.0,3,6.0,6.0,2,1,not specific,6.0
540,ASI,ASI,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific,1.0
541,ASI,ASJ,0.0,0.0,0.0,3.0,0.0,1,3.0,1.5,0,1,not specific,3.0
542,ASI,ASK,2.0,1.0,4.0,1.0,2.0,5,10.0,10.0,3,2,core,10.0
543,ASI,AVB,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific,2.0
544,ASI,AVF,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
545,ASI,AWA,3.0,1.0,3.0,0.0,0.0,3,7.0,3.5,3,0,cel_specific,7.0
546,ASI,AWB,0.0,1.0,0.0,2.0,0.0,2,3.0,3.0,1,1,not specific,3.0
547,ASI,AWC,34.0,28.0,14.0,0.0,2.0,4,78.0,78.0,3,1,not specific,78.0
548,ASI,BAG,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
549,ASI,CEP,0.0,1.0,2.0,0.0,0.0,2,3.0,1.5,2,0,not specific,3.0
550,ASI,HSN,0.0,0.0,0.0,10.0,0.0,1,10.0,10.0,0,1,not specific,10.0
551,ASI,PVN,0.0,0.0,0.0,18.0,4.0,2,22.0,22.0,0,2,pristi_specific,22.0
552,ASI,PVP,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
553,ASI,PVQ,0.0,0.0,0.0,8.0,2.0,2,10.0,3.3333333333333335,0,2,pristi_specific,10.0
554,ASI,RIA,2.0,0.0,3.0,0.0,0.0,2,5.0,2.5,2,0,not specific,5.0
555,ASI,RIB,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
556,ASI,RIF,0.0,0.0,0.0,2.0,0.0,1,2.0,0.4,0,1,not specific,2.0
557,ASI,RIG,0.0,0.0,0.0,1.0,0.0,1,1.0,0.2,0,1,not specific,1.0
558,ASI,RMF,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
559,ASI,SAA,0.0,0.0,2.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific,2.0
560,ASI,SMB,0.0,0.0,0.0,1.0,2.0,2,3.0,3.0,0,2,pristi_specific,3.0
561,ASI,URY,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
562,ASJ,ADL,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific,1.0
563,ASJ,AIA,1.0,1.0,0.0,4.0,0.0,3,6.0,3.0,2,1,not specific,6.0
564,ASJ,AIB,0.0,0.0,0.0,1.0,0.0,1,1.0,,0,1,not specific,1.0
565,ASJ,AIM,0.0,0.0,0.0,3.0,0.0,1,3.0,,0,1,not specific,3.0
566,ASJ,AIN,0.0,1.0,0.0,0.0,0.0,1,1.0,,1,0,not specific,1.0
567,ASJ,ALA,0.0,2.0,3.0,0.0,2.0,3,7.0,3.5,2,1,not specific,7.0
568,ASJ,ALN,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
569,ASJ,ASG,1.0,0.0,0.0,0.0,0.0,1,1.0,,1,0,not specific,1.0
570,ASJ,ASK,11.0,8.0,30.0,6.0,0.0,4,55.0,55.0,3,1,not specific,55.0
571,ASJ,AVF,0.0,0.0,0.0,29.0,8.0,2,37.0,37.0,0,2,pristi_specific,37.0
572,ASJ,AWA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
573,ASJ,CEP,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
574,ASJ,HSN,2.0,0.0,3.0,7.0,0.0,3,12.0,12.0,2,1,not specific,12.0
575,ASJ,PVN,1.0,0.0,0.0,9.0,0.0,2,10.0,10.0,1,1,not specific,10.0
576,ASJ,PVQ,24.0,27.0,63.0,96.0,19.0,5,229.0,76.33333333333333,3,2,core,229.0
577,ASJ,RIF,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
578,ASJ,RIS,0.0,0.0,0.0,3.0,0.0,1,3.0,1.0,0,1,not specific,3.0
579,ASJ,RMG,0.0,0.0,0.0,0.0,8.0,1,8.0,8.0,0,1,not specific,8.0
580,ASJ,SAA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
581,ASK,ADA,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
582,ASK,ADL,4.0,4.0,3.0,2.0,0.0,4,13.0,13.0,3,1,not specific,13.0
583,ASK,AIA,42.0,55.0,69.0,61.0,22.0,5,249.0,83.0,3,2,core,249.0
584,ASK,AIB,15.0,12.0,12.0,4.0,0.0,4,43.0,43.0,3,1,not specific,43.0
585,ASK,AIM,12.0,13.0,10.0,0.0,0.0,3,35.0,35.0,3,0,cel_specific,35.0
586,ASK,AIN,2.0,1.0,0.0,0.0,0.0,2,3.0,1.5,2,0,not specific,3.0
587,ASK,ALA,0.0,0.0,1.0,1.0,0.0,2,2.0,0.6666666666666666,1,1,not specific,2.0
588,ASK,ASE,0.0,2.0,5.0,0.0,0.0,2,7.0,7.0,2,0,not specific,7.0
589,ASK,ASG,1.0,1.0,1.0,0.0,0.0,3,3.0,1.0,3,0,cel_specific,3.0
590,ASK,ASH,1.0,0.0,0.0,2.0,2.0,3,5.0,1.6666666666666667,1,2,not specific,5.0
591,ASK,ASI,1.0,1.0,0.0,6.0,0.0,3,8.0,8.0,2,1,not specific,8.0
592,ASK,ASJ,0.0,0.0,1.0,4.0,0.0,2,5.0,5.0,1,1,not specific,5.0
593,ASK,ASK,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
594,ASK,AVD,1.0,0.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
595,ASK,AVF,0.0,2.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
596,ASK,AVJ,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
597,ASK,AWA,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
598,ASK,AWB,0.0,1.0,0.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
599,ASK,AWC,0.0,0.0,0.0,8.0,0.0,1,8.0,8.0,0,1,not specific,8.0
600,ASK,CEP,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
601,ASK,HSN,3.0,3.0,2.0,1.0,0.0,4,9.0,2.25,3,1,not specific,9.0
602,ASK,PVN,1.0,0.0,0.0,1.0,0.0,2,2.0,1.0,1,1,not specific,2.0
603,ASK,PVQ,0.0,2.0,0.0,2.0,0.0,2,4.0,,1,1,not specific,4.0
604,ASK,RIF,0.0,0.0,1.0,0.0,0.0,1,1.0,,1,0,not specific,1.0
605,ASK,RMG,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
606,ASK,SIB,0.0,1.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
607,ASK,SMD,0.0,1.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
608,AUA,ADF,0.0,2.0,1.0,2.0,0.0,3,5.0,2.5,2,1,not specific,5.0
609,AUA,AIB,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
610,AUA,AIN,0.0,3.0,2.0,0.0,0.0,2,5.0,5.0,2,0,not specific,5.0
611,AUA,AIY,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
612,AUA,AIZ,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific,4.0
613,AUA,AUA,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
614,AUA,AVA,11.0,15.0,13.0,0.0,0.0,3,39.0,13.0,3,0,cel_specific,39.0
615,AUA,AVD,2.0,0.0,2.0,3.0,0.0,3,7.0,3.5,2,1,not specific,7.0
616,AUA,AVE,21.0,20.0,22.0,19.0,0.0,4,82.0,82.0,3,1,not specific,82.0
617,AUA,BAG,1.0,0.0,4.0,0.0,0.0,2,5.0,5.0,2,0,not specific,5.0
618,AUA,DVA,0.0,3.0,2.0,0.0,0.0,2,5.0,2.5,2,0,not specific,5.0
619,AUA,RIA,32.0,38.0,43.0,62.0,8.0,5,183.0,91.5,3,2,core,183.0
620,AUA,RIB,43.0,33.0,66.0,57.0,8.0,5,207.0,207.0,3,2,core,207.0
621,AUA,RIR,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
622,AUA,SAA,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
623,AUA,URX,3.0,5.0,6.0,7.0,0.0,4,21.0,10.5,3,1,not specific,21.0
624,AVA,ADA,0.0,0.0,0.0,0.0,9.0,1,9.0,9.0,0,1,not specific,9.0
625,AVA,AVB,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
626,AVA,AVD,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
627,AVA,RIA,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
628,AVA,RIC,0.0,0.0,0.0,0.0,4.0,1,4.0,1.0,0,1,not specific,4.0
629,AVA,SAA,0.0,0.0,6.0,10.0,7.0,3,23.0,5.75,1,2,not specific,23.0
630,AVA,SMD,0.0,0.0,1.0,0.0,4.0,2,5.0,5.0,1,1,not specific,5.0
631,AVB,AIB,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
632,AVB,AVA,0.0,0.0,6.0,0.0,2.0,2,8.0,8.0,1,1,not specific,8.0
633,AVB,AVB,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
634,AVB,AVD,0.0,0.0,1.0,2.0,2.0,3,5.0,1.0,1,2,not specific,5.0
635,AVB,AVJ,0.0,0.0,2.0,2.0,0.0,2,4.0,4.0,1,1,not specific,4.0
636,AVB,DVA,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
637,AVB,PVC,0.0,0.0,2.0,0.0,0.0,1,2.0,,1,0,not specific,2.0
638,AVB,RIM,0.0,0.0,0.0,0.0,2.0,1,2.0,,0,1,not specific,2.0
639,AVB,RIR,0.0,0.0,0.0,0.0,2.0,1,2.0,0.4,0,1,not specific,2.0
640,AVB,SDQ,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
641,AVD,ALA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
642,AVD,AVJ,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
643,AVE,AIM,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
644,AVE,AIZ,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
645,AVE,ALM,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
646,AVE,AVA,0.0,0.0,0.0,3.0,0.0,1,3.0,1.5,0,1,not specific,3.0
647,AVE,CEP,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
648,AVE,OLL,0.0,0.0,1.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
649,AVE,PVP,0.0,0.0,0.0,3.0,0.0,1,3.0,1.0,0,1,not specific,3.0
650,AVE,RIF,0.0,0.0,0.0,4.0,0.0,1,4.0,2.0,0,1,not specific,4.0
651,AVE,RIM,0.0,0.0,1.0,1.0,0.0,2,2.0,2.0,1,1,not specific,2.0
652,AVE,RMG,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
653,AVE,URX,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
654,AVF,ADA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
655,AVF,AIA,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific,2.0
656,AVF,AIM,1.0,1.0,2.0,0.0,5.0,4,9.0,9.0,3,1,not specific,9.0
657,AVF,AQR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
658,AVF,ASH,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
659,AVF,ASJ,0.0,2.0,0.0,7.0,0.0,2,9.0,9.0,1,1,not specific,9.0
660,AVF,ASK,0.0,1.0,0.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
661,AVF,AVA,0.0,2.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
662,AVF,AVB,6.0,6.0,13.0,0.0,1.0,4,26.0,5.2,3,1,not specific,26.0
663,AVF,AVE,1.0,0.0,0.0,4.0,0.0,2,5.0,5.0,1,1,not specific,5.0
664,AVF,AVF,3.0,7.0,14.0,0.0,5.0,4,29.0,29.0,3,1,not specific,29.0
665,AVF,AVH,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
666,AVF,AVJ,2.0,1.0,3.0,0.0,1.0,4,7.0,7.0,3,1,not specific,7.0
667,AVF,AVK,0.0,1.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
668,AVF,AVM,1.0,0.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
669,AVF,AWA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
670,AVF,AWB,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
671,AVF,BDU,2.0,4.0,0.0,0.0,0.0,2,6.0,3.0,2,0,not specific,6.0
672,AVF,CEP,0.0,0.0,0.0,8.0,2.0,2,10.0,2.0,0,2,pristi_specific,10.0
673,AVF,DVA,3.0,1.0,0.0,0.0,0.0,2,4.0,4.0,2,0,not specific,4.0
674,AVF,HSN,4.0,9.0,10.0,0.0,0.0,3,23.0,5.75,3,0,cel_specific,23.0
675,AVF,PVD,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
676,AVF,PVN,6.0,2.0,0.0,0.0,21.0,3,29.0,29.0,2,1,not specific,29.0
677,AVF,PVQ,1.0,4.0,2.0,0.0,0.0,3,7.0,7.0,3,0,cel_specific,7.0
678,AVF,RID,0.0,1.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
679,AVF,RIF,2.0,5.0,2.0,3.0,0.0,4,12.0,6.0,3,1,not specific,12.0
680,AVF,RMD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
681,AVF,RMG,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
682,AVF,SIA,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
683,AVF,SMB,0.0,1.0,1.0,0.0,0.0,2,2.0,0.4,2,0,not specific,2.0
684,AVF,SMD,1.0,0.0,0.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
685,AVF,URA,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
686,AVH,ADF,3.0,6.0,5.0,0.0,0.0,3,14.0,14.0,3,0,cel_specific,14.0
687,AVH,ADL,1.0,1.0,3.0,0.0,0.0,3,5.0,5.0,3,0,cel_specific,5.0
688,AVH,AIA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
689,AVH,AIB,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
690,AVH,AIN,1.0,2.0,0.0,0.0,0.0,2,3.0,1.0,2,0,not specific,3.0
691,AVH,AQR,2.0,0.0,1.0,0.0,0.0,2,3.0,0.75,2,0,not specific,3.0
692,AVH,ASH,2.0,1.0,1.0,0.0,0.0,3,4.0,0.8,3,0,cel_specific,4.0
693,AVH,ASK,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
694,AVH,AVA,3.0,1.0,2.0,0.0,0.0,3,6.0,3.0,3,0,cel_specific,6.0
695,AVH,AVB,1.0,5.0,6.0,0.0,0.0,3,12.0,3.0,3,0,cel_specific,12.0
696,AVH,AVD,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
697,AVH,AVH,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
698,AVH,AVJ,2.0,4.0,8.0,0.0,0.0,3,14.0,14.0,3,0,cel_specific,14.0
699,AVH,AVM,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
700,AVH,AWB,5.0,6.0,4.0,0.0,0.0,3,15.0,5.0,3,0,cel_specific,15.0
701,AVH,BAG,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
702,AVH,BDU,1.0,0.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific,2.0
703,AVH,DVA,5.0,1.0,1.0,0.0,0.0,3,7.0,3.5,3,0,cel_specific,7.0
704,AVH,PVC,2.0,1.0,0.0,0.0,0.0,2,3.0,1.5,2,0,not specific,3.0
705,AVH,PVP,7.0,5.0,11.0,0.0,0.0,3,23.0,11.5,3,0,cel_specific,23.0
706,AVH,RIF,1.0,0.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific,2.0
707,AVH,RIG,0.0,1.0,1.0,0.0,0.0,2,2.0,0.5,2,0,not specific,2.0
708,AVH,RIM,1.0,1.0,1.0,0.0,0.0,3,3.0,3.0,3,0,cel_specific,3.0
709,AVH,RIR,7.0,13.0,10.0,0.0,0.0,3,30.0,30.0,3,0,cel_specific,30.0
710,AVH,RIV,3.0,0.0,0.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
711,AVH,RMF,0.0,1.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
712,AVH,SIA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
713,AVH,SMB,6.0,10.0,12.0,0.0,0.0,3,28.0,28.0,3,0,cel_specific,28.0
714,AVH,SMD,2.0,1.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
715,AVH,URX,2.0,1.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
716,AVJ,ADA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
717,AVJ,ADL,0.0,0.0,0.0,0.0,2.0,1,2.0,1.0,0,1,not specific,2.0
718,AVJ,AIN,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
719,AVJ,AIY,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
720,AVJ,ALM,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
721,AVJ,AQR,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
722,AVJ,ASH,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
723,AVJ,ASK,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
724,AVJ,AVA,1.0,1.0,1.0,0.0,0.0,3,3.0,3.0,3,0,cel_specific,3.0
725,AVJ,AVB,11.0,7.0,19.0,22.0,20.0,5,79.0,39.5,3,2,core,79.0
726,AVJ,AVD,0.0,1.0,2.0,5.0,0.0,3,8.0,8.0,2,1,not specific,8.0
727,AVJ,AVE,0.0,0.0,0.0,3.0,10.0,2,13.0,4.333333333333333,0,2,pristi_specific,13.0
728,AVJ,AVH,0.0,0.0,2.0,0.0,0.0,1,2.0,0.4,1,0,not specific,2.0
729,AVJ,AVJ,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
730,AVJ,AVM,2.0,2.0,1.0,0.0,0.0,3,5.0,2.5,3,0,cel_specific,5.0
731,AVJ,DVA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
732,AVJ,FLP,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
733,AVJ,OLQ,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
734,AVJ,PVC,8.0,4.0,19.0,5.0,2.0,5,38.0,9.5,3,2,core,38.0
735,AVJ,PVN,0.0,1.0,4.0,0.0,0.0,2,5.0,2.5,2,0,not specific,5.0
736,AVJ,PVP,0.0,1.0,0.0,9.0,0.0,2,10.0,3.3333333333333335,1,1,not specific,10.0
737,AVJ,RID,2.0,0.0,1.0,0.0,0.0,2,3.0,1.0,2,0,not specific,3.0
738,AVJ,RIF,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
739,AVJ,RIM,0.0,1.0,0.0,6.0,0.0,2,7.0,3.5,1,1,not specific,7.0
740,AVJ,RIS,1.0,1.0,1.0,0.0,0.0,3,3.0,3.0,3,0,cel_specific,3.0
741,AVJ,SIB,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
742,AVJ,URY,0.0,0.0,0.0,3.0,0.0,1,3.0,1.5,0,1,not specific,3.0
743,AVK,ADA,0.0,0.0,0.0,4.0,0.0,1,4.0,2.0,0,1,not specific,4.0
744,AVK,AIB,3.0,0.0,0.0,13.0,2.0,3,18.0,9.0,1,2,not specific,18.0
745,AVK,AQR,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0,1,not specific,1.0
746,AVK,AVA,0.0,0.0,0.0,3.0,2.0,2,5.0,1.0,0,2,pristi_specific,5.0
747,AVK,AVB,1.0,0.0,2.0,1.0,0.0,3,4.0,4.0,2,1,not specific,4.0
748,AVK,AVE,8.0,7.0,6.0,13.0,0.0,4,34.0,34.0,3,1,not specific,34.0
749,AVK,AVK,0.0,4.0,5.0,5.0,0.0,3,14.0,2.8,2,1,not specific,14.0
750,AVK,AVL,3.0,1.0,0.0,1.0,3.0,4,8.0,4.0,2,2,not specific,8.0
751,AVK,DVC,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
752,AVK,PVT,0.0,0.0,0.0,6.0,0.0,1,6.0,6.0,0,1,not specific,6.0
753,AVK,RIA,0.0,0.0,0.0,9.0,0.0,1,9.0,9.0,0,1,not specific,9.0
754,AVK,RIG,5.0,0.0,1.0,0.0,2.0,3,8.0,1.6,2,1,not specific,8.0
755,AVK,RIM,14.0,14.0,13.0,60.0,46.0,5,147.0,29.4,3,2,core,147.0
756,AVK,RIS,6.0,11.0,0.0,3.0,0.0,3,20.0,20.0,2,1,not specific,20.0
757,AVK,RIV,3.0,3.0,5.0,2.0,0.0,4,13.0,13.0,3,1,not specific,13.0
758,AVK,RMD,6.0,12.0,4.0,0.0,8.0,4,30.0,30.0,3,1,not specific,30.0
759,AVK,RMF,2.0,2.0,4.0,0.0,0.0,3,8.0,2.0,3,0,cel_specific,8.0
760,AVK,RMG,0.0,0.0,2.0,1.0,0.0,2,3.0,3.0,1,1,not specific,3.0
761,AVK,RMH,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
762,AVK,SAA,7.0,6.0,7.0,0.0,4.0,4,24.0,24.0,3,1,not specific,24.0
763,AVK,SDQ,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
764,AVK,SIA,0.0,2.0,6.0,9.0,5.0,4,22.0,22.0,2,2,not specific,22.0
765,AVK,SIB,0.0,1.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
766,AVK,SMB,1.0,1.0,5.0,0.0,0.0,3,7.0,1.4,3,0,cel_specific,7.0
767,AVK,SMD,6.0,5.0,4.0,0.0,0.0,3,15.0,3.0,3,0,cel_specific,15.0
768,AVK,URY,0.0,0.0,0.0,7.0,0.0,1,7.0,7.0,0,1,not specific,7.0
769,AVL,AQR,0.0,0.0,0.0,0.0,3.0,1,3.0,3.0,0,1,not specific,3.0
770,AVL,AVA,0.0,0.0,0.0,6.0,3.0,2,9.0,9.0,0,2,pristi_specific,9.0
771,AVL,AVE,0.0,0.0,0.0,0.0,3.0,1,3.0,,0,1,not specific,3.0
772,AVL,AVK,0.0,0.0,2.0,0.0,0.0,1,2.0,,1,0,not specific,2.0
773,AVL,DVC,0.0,0.0,3.0,0.0,6.0,2,9.0,,1,1,not specific,9.0
774,AVL,PVP,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
775,AVL,PVT,1.0,1.0,0.0,10.0,0.0,3,12.0,12.0,2,1,not specific,12.0
776,AVL,RIB,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
777,AVL,RIG,0.0,0.0,0.0,0.0,6.0,1,6.0,6.0,0,1,not specific,6.0
778,AVL,RIM,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
779,AVL,RIS,1.0,1.0,1.0,0.0,0.0,3,3.0,1.5,3,0,cel_specific,3.0
780,AVL,RME,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
781,AVL,URY,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
782,AVM,ALM,0.0,2.0,0.0,2.0,0.0,2,4.0,2.0,1,1,not specific,4.0
783,AVM,AVB,14.0,13.0,29.0,0.0,0.0,3,56.0,28.0,3,0,cel_specific,56.0
784,AVM,AVD,3.0,1.0,2.0,0.0,0.0,3,6.0,3.0,3,0,cel_specific,6.0
