,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,how_many_datasets_have_syn_include_zeros
736,AVJ,PVP,0,1,0,9,0,2,10,3.3333333333333335,1,1,not specific,10
737,AVJ,RID,2,0,1,0,0,2,3,1,2,0,not specific,3
738,AVJ,RIF,0,0,1,0,0,1,1,0.5,1,0,not specific,1
739,AVJ,RIM,0,1,0,6,0,2,7,3.5,1,1,not specific,7
740,AVJ,RIS,1,1,1,0,0,3,3,3,3,0,cel_specific,3
741,AVJ,SIB,0,0,0,2,0,1,2,2,0,1,not specific,2
742,AVJ,URY,0,0,0,3,0,1,3,1.5,0,1,not specific,3
743,AVK,ADA,0,0,0,4,0,1,4,2,0,1,not specific,4
744,AVK,AIB,3,0,0,13,2,3,18,9,1,2,not specific,18
745,AVK,AQR,0,0,0,0,1,1,1,0.5,0,1,not specific,1
746,AVK,AVA,0,0,0,3,2,2,5,1,0,2,pristi_specific,5
747,AVK,AVB,1,0,2,1,0,3,4,4,2,1,not specific,4
748,AVK,AVE,8,7,6,13,0,4,34,34,3,1,not specific,34
749,AVK,AVK,0,4,5,5,0,3,14,2.8,2,1,not specific,14
750,AVK,AVL,3,1,0,1,3,4,8,4,2,2,not specific,8
751,AVK,DVC,2,0,0,0,0,1,2,2,1,0,not specific,2
752,AVK,PVT,0,0,0,6,0,1,6,6,0,1,not specific,6
753,AVK,RIA,0,0,0,9,0,1,9,9,0,1,not specific,9
754,AVK,RIG,5,0,1,0,2,3,8,1.6,2,1,not specific,8
755,AVK,RIM,14,14,13,60,46,5,147,29.4,3,2,core,147
756,AVK,RIS,6,11,0,3,0,3,20,20,2,1,not specific,20
757,AVK,RIV,3,3,5,2,0,4,13,13,3,1,not specific,13
758,AVK,RMD,6,12,4,0,8,4,30,30,3,1,not specific,30
759,AVK,RMF,2,2,4,0,0,3,8,2,3,0,cel_specific,8
760,AVK,RMG,0,0,2,1,0,2,3,3,1,1,not specific,3
761,AVK,RMH,0,0,1,0,0,1,1,1,1,0,not specific,1
762,AVK,SAA,7,6,7,0,4,4,24,24,3,1,not specific,24
763,AVK,SDQ,0,0,0,1,0,1,1,1,0,1,not specific,1
764,AVK,SIA,0,2,6,9,5,4,22,22,2,2,not specific,22
765,AVK,SIB,0,1,2,0,0,2,3,3,2,0,not specific,3
766,AVK,SMB,1,1,5,0,0,3,7,1.4,3,0,cel_specific,7
767,AVK,SMD,6,5,4,0,0,3,15,3,3,0,cel_specific,15
768,AVK,URY,0,0,0,7,0,1,7,7,0,1,not specific,7
769,AVL,AQR,0,0,0,0,3,1,3,3,0,1,not specific,3
770,AVL,AVA,0,0,0,6,3,2,9,9,0,2,pristi_specific,9
771,AVL,AVE,0,0,0,0,3,1,3,,0,1,not specific,3
772,AVL,AVK,0,0,2,0,0,1,2,,1,0,not specific,2
773,AVL,DVC,0,0,3,0,6,2,9,,1,1,not specific,9
774,AVL,PVP,0,0,3,0,0,1,3,3,1,0,not specific,3
775,AVL,PVT,1,1,0,10,0,3,12,12,2,1,not specific,12
776,AVL,RIB,0,1,0,0,0,1,1,1,1,0,not specific,1
777,AVL,RIG,0,0,0,0,6,1,6,6,0,1,not specific,6
778,AVL,RIM,0,0,2,0,0,1,2,1,1,0,not specific,2
779,AVL,RIS,1,1,1,0,0,3,3,1.5,3,0,cel_specific,3
780,AVL,RME,1,1,0,0,0,2,2,2,2,0,not specific,2
781,AVL,URY,0,1,0,0,0,1,1,1,1,0,not specific,1
782,AVM,ALM,0,2,0,2,0,2,4,2,1,1,not specific,4
783,AVM,AVB,14,13,29,0,0,3,56,28,3,0,cel_specific,56
784,AVM,AVD,3,1,2,0,0,3,6,3,3,0,cel_specific,6
785,AVM,AVH,0,0,5,0,0,1,5,2.5,1,0,not specific,5
786,AVM,AVJ,5,6,1,0,0,3,12,12,3,0,cel_specific,12
787,AVM,BDU,6,5,9,0,0,3,20,6.666666666666667,3,0,cel_specific,20
788,AVM,DBn,0,0,0,0,4,1,4,4,0,1,not specific,4
789,AVM,FLP,0,1,0,0,0,1,1,1,1,0,not specific,1
790,AVM,PVC,13,16,36,0,0,3,65,65,3,0,cel_specific,65
791,AVM,PVN,1,1,10,0,0,3,12,3,3,0,cel_specific,12
792,AVM,RIC,0,0,0,8,3,2,11,3.6666666666666665,0,2,pristi_specific,11
793,AVM,RID,0,0,3,0,0,1,3,0.75,1,0,not specific,3
794,AVM,RME,0,0,0,2,0,1,2,0.4,0,1,not specific,2
795,AVM,RMG,0,0,0,2,0,1,2,0.6666666666666666,0,1,not specific,2
796,AVM,SIB,0,0,3,0,0,1,3,3,1,0,not specific,3
797,AWA,ADA,1,0,2,0,2,3,5,1.6666666666666667,2,1,not specific,5
798,AWA,ADF,3,3,12,7,0,4,25,25,3,1,not specific,25
799,AWA,ADL,1,3,0,0,0,2,4,4,2,0,not specific,4
800,AWA,AFD,9,11,30,0,0,3,50,50,3,0,cel_specific,50
801,AWA,AIA,4,4,3,2,0,4,13,13,3,1,not specific,13
802,AWA,AIB,1,0,0,45,9,3,55,18.333333333333332,1,2,not specific,55
803,AWA,AIM,0,1,0,3,0,2,4,4,1,1,not specific,4
804,AWA,AIN,0,0,0,4,0,1,4,4,0,1,not specific,4
805,AWA,AIY,7,9,11,30,0,4,57,28.5,3,1,not specific,57
806,AWA,AIZ,26,26,51,50,3,5,156,156,3,2,core,156
807,AWA,ASE,10,12,12,25,0,4,59,59,3,1,not specific,59
808,AWA,ASG,0,2,2,0,0,2,4,2,2,0,not specific,4
809,AWA,ASH,3,2,2,0,0,3,7,,3,0,cel_specific,7
810,AWA,ASI,0,1,2,1,0,3,4,,2,1,not specific,4
811,AWA,ASK,2,0,0,0,0,1,2,0.6666666666666666,1,0,not specific,2
812,AWA,AUA,2,0,1,2,0,3,5,5,2,1,not specific,5
813,AWA,AVB,0,0,0,8,5,2,13,13,0,2,pristi_specific,13
814,AWA,AWA,0,0,0,5,0,1,5,5,0,1,not specific,5
815,AWA,AWB,9,11,14,0,2,4,36,18,3,1,not specific,36
816,AWA,AWC,0,0,0,0,11,1,11,5.5,0,1,not specific,11
817,AWA,HSN,1,2,0,3,0,3,6,1.5,2,1,not specific,6
818,AWA,PVN,0,0,0,4,0,1,4,4,0,1,not specific,4
819,AWA,PVQ,0,1,0,3,0,2,4,4,1,1,not specific,4
820,AWA,RIA,0,0,0,1,0,1,1,1,0,1,not specific,1
821,AWA,RIF,5,1,6,0,0,3,12,4,3,0,cel_specific,12
822,AWA,RIG,0,1,6,0,0,2,7,2.3333333333333335,2,0,not specific,7
823,AWA,RIH,0,0,0,16,0,1,16,5.333333333333333,0,1,not specific,16
824,AWA,RIM,0,0,0,18,5,2,23,4.6,0,2,pristi_specific,23
825,AWA,RIR,0,0,2,0,0,1,2,0.6666666666666666,1,0,not specific,2
826,AWA,SMB,0,0,0,11,0,1,11,11,0,1,not specific,11
827,AWB,ADA,0,0,0,8,5,2,13,6.5,0,2,pristi_specific,13
828,AWB,ADF,23,21,32,25,6,5,107,107,3,2,core,107
829,AWB,ADL,0,0,0,7,3,2,10,10,0,2,pristi_specific,10
830,AWB,AIA,1,5,4,12,8,5,30,30,3,2,core,30
831,AWB,AIB,0,0,1,10,3,3,14,14,1,2,not specific,14
832,AWB,AIM,0,1,1,0,0,2,2,2,2,0,not specific,2
833,AWB,AIY,1,1,2,5,4,5,13,13,3,2,core,13
834,AWB,AIZ,13,14,23,7,0,4,57,,3,1,not specific,57
835,AWB,ALM,0,0,0,19,3,2,22,22,0,2,pristi_specific,22
836,AWB,ASE,1,0,2,9,0,3,12,,2,1,not specific,12
837,AWB,ASG,0,0,1,0,0,1,1,1,1,0,not specific,1
838,AWB,ASH,0,1,4,0,0,2,5,5,2,0,not specific,5
839,AWB,ASI,0,0,0,11,0,1,11,5.5,0,1,not specific,11
840,AWB,ASJ,0,0,0,2,0,1,2,1,0,1,not specific,2
841,AWB,AUA,1,2,0,0,0,2,3,3,2,0,not specific,3
842,AWB,AVB,0,0,4,74,14,3,92,30.666666666666668,1,2,not specific,92
843,AWB,AVD,0,0,0,53,10,2,63,63,0,2,pristi_specific,63
844,AWB,AVH,0,3,2,0,0,2,5,1.25,2,0,not specific,5
845,AWB,AVJ,0,0,0,20,19,2,39,39,0,2,pristi_specific,39
846,AWB,AWA,2,2,2,0,0,3,6,6,3,0,cel_specific,6
847,AWB,AWB,0,0,0,6,0,1,6,6,0,1,not specific,6
848,AWB,AWC,0,0,1,0,0,1,1,0.25,1,0,not specific,1
849,AWB,HSN,1,0,5,2,0,3,8,4,2,1,not specific,8
850,AWB,OLQ,0,0,1,1,0,2,2,1,1,1,not specific,2
851,AWB,PVC,0,0,0,18,2,2,20,20,0,2,pristi_specific,20
852,AWB,PVN,0,0,0,2,2,2,4,4,0,2,pristi_specific,4
853,AWB,PVP,0,0,0,7,0,1,7,3.5,0,1,not specific,7
854,AWB,PVQ,0,0,0,2,0,1,2,,0,1,not specific,2
855,AWB,RIA,3,2,13,18,13,5,49,,3,2,core,49
856,AWB,RIB,1,0,0,0,0,1,1,1,1,0,not specific,1
857,AWB,RIF,0,0,1,27,0,2,28,28,1,1,not specific,28
858,AWB,RIG,2,4,2,0,0,3,8,8,3,0,cel_specific,8
859,AWB,RIR,0,2,7,17,6,4,32,32,2,2,not specific,32
860,AWB,RIS,0,0,0,1,0,1,1,1,0,1,not specific,1
861,AWB,SIA,1,0,0,0,0,1,1,0.5,1,0,not specific,1
862,AWB,SIB,1,0,0,0,0,1,1,1,1,0,not specific,1
863,AWB,SMB,3,3,5,0,0,3,11,11,3,0,cel_specific,11
864,AWB,URY,0,0,1,42,7,3,50,50,1,2,not specific,50
865,AWC,ADF,0,0,1,0,2,2,3,1,1,1,not specific,3
866,AWC,ADL,0,0,0,8,0,1,8,2,0,1,not specific,8
867,AWC,AFD,0,2,2,1,2,4,7,3.5,2,2,not specific,7
868,AWC,AIA,22,22,15,21,0,4,80,80,3,1,not specific,80
869,AWC,AIB,22,30,35,28,13,5,128,42.666666666666664,3,2,core,128
870,AWC,AIM,0,0,0,0,2,1,2,2,0,1,not specific,2
871,AWC,AIN,0,0,0,0,1,1,1,1,0,1,not specific,1
872,AWC,AIY,25,34,56,2,52,5,169,84.5,3,2,core,169
873,AWC,AIZ,2,3,1,0,0,3,6,6,3,0,cel_specific,6
874,AWC,ASE,7,6,14,0,0,3,27,27,3,0,cel_specific,27
875,AWC,ASG,0,0,4,9,0,2,13,13,1,1,not specific,13
876,AWC,ASH,0,0,1,30,2,3,33,8.25,1,2,not specific,33
877,AWC,ASI,1,2,5,0,0,3,8,1.6,3,0,cel_specific,8
878,AWC,ASK,1,0,0,11,0,2,12,4,1,1,not specific,12
879,AWC,AVA,0,0,1,0,0,1,1,0.3333333333333333,1,0,not specific,1
880,AWC,AVE,0,0,0,6,0,1,6,2,0,1,not specific,6
881,AWC,AWC,24,22,28,0,4,4,78,39,3,1,not specific,78
882,AWC,BAG,3,4,0,0,0,2,7,7,2,0,not specific,7
883,AWC,CEP,0,0,0,17,0,1,17,17,0,1,not specific,17
884,AWC,HSN,0,0,0,1,0,1,1,1,0,1,not specific,1
885,AWC,IL1,0,1,0,0,0,1,1,1,1,0,not specific,1
886,AWC,IL2,1,1,2,0,0,3,4,4,3,0,cel_specific,4
887,AWC,OLL,1,0,0,0,0,1,1,0.3333333333333333,1,0,not specific,1
888,AWC,RIA,0,0,9,0,0,1,9,3,1,0,not specific,9
889,AWC,RIM,0,0,0,4,0,1,4,1,0,1,not specific,4
890,AWC,RIV,0,0,3,0,0,1,3,3,1,0,not specific,3
891,AWC,RMF,0,2,0,0,0,1,2,1,1,0,not specific,2
892,AWC,SIB,0,0,0,2,0,1,2,2,0,1,not specific,2
893,AWC,SMD,0,0,1,0,0,1,1,1,1,0,not specific,1
894,BAG,ADF,0,0,1,0,0,1,1,1,1,0,not specific,1
895,BAG,AFD,0,1,0,0,4,2,5,1.6666666666666667,1,1,not specific,5
896,BAG,AIB,3,2,2,15,0,4,22,4.4,3,1,not specific,22
897,BAG,AIN,0,0,1,2,0,2,3,1.5,1,1,not specific,3
898,BAG,AIY,2,2,3,0,0,3,7,2.3333333333333335,3,0,cel_specific,7
899,BAG,AIZ,0,0,2,2,0,2,4,0.8,1,1,not specific,4
900,BAG,AQR,0,0,3,0,0,1,3,0.75,1,0,not specific,3
901,BAG,AUA,0,0,2,5,2,3,9,4.5,1,2,not specific,9
902,BAG,AVA,4,11,7,0,2,4,24,24,3,1,not specific,24
903,BAG,AVD,1,0,0,0,0,1,1,0.5,1,0,not specific,1
904,BAG,AVE,11,19,17,6,3,5,56,56,3,2,core,56
905,BAG,BAG,0,2,4,0,0,2,6,1.5,2,0,not specific,6
906,BAG,CEP,0,0,2,0,0,1,2,2,1,0,not specific,2
907,BAG,OLQ,0,0,2,0,0,1,2,2,1,0,not specific,2
908,BAG,PVP,2,0,0,0,0,1,2,2,1,0,not specific,2
909,BAG,RIA,26,34,36,37,11,5,144,144,3,2,core,144
910,BAG,RIB,19,37,42,38,11,5,147,73.5,3,2,core,147
911,BAG,RID,2,0,3,0,0,2,5,2.5,2,0,not specific,5
912,BAG,RIG,12,6,20,13,0,4,51,25.5,3,1,not specific,51
913,BAG,RIP,0,0,1,0,0,1,1,0.5,1,0,not specific,1
914,BAG,RIR,0,1,0,2,0,2,3,1,1,1,not specific,3
915,BAG,RIV,0,0,2,0,0,1,2,0.6666666666666666,1,0,not specific,2
916,BAG,RMF,9,6,0,0,0,2,15,3.75,2,0,not specific,15
917,BAG,SMD,0,0,1,0,0,1,1,1,1,0,not specific,1
918,BAG,URA,0,0,1,0,0,1,1,0.25,1,0,not specific,1
919,BAG,URX,2,0,1,0,0,2,3,1,2,0,not specific,3
920,BDU,ADA,0,0,3,0,3,2,6,3,1,1,not specific,6
921,BDU,ADE,0,2,7,0,0,2,9,1.8,2,0,not specific,9
922,BDU,ALM,7,4,5,14,0,4,30,7.5,3,1,not specific,30
923,BDU,AVA,0,0,3,0,0,1,3,3,1,0,not specific,3
924,BDU,AVB,2,0,1,0,0,2,3,3,2,0,not specific,3
925,BDU,AVD,0,1,0,0,0,1,1,1,1,0,not specific,1
926,BDU,AVF,1,8,0,0,0,2,9,4.5,2,0,not specific,9
927,BDU,AVH,2,0,5,0,0,2,7,7,2,0,not specific,7
928,BDU,AVJ,8,3,9,18,16,5,54,54,3,2,core,54
929,BDU,AVK,0,1,0,0,0,1,1,1,1,0,not specific,1
930,BDU,AVM,1,2,0,0,0,2,3,1,2,0,not specific,3
931,BDU,BDU,0,0,0,4,3,2,7,3.5,0,2,pristi_specific,7
932,BDU,CEP,0,0,1,12,3,3,16,8,1,2,not specific,16
933,BDU,HSN,3,1,6,0,0,3,10,3.3333333333333335,3,0,cel_specific,10
934,BDU,IL1,0,0,0,14,0,1,14,7,0,1,not specific,14
935,BDU,IL2,1,1,0,2,2,4,6,6,2,2,not specific,6
936,BDU,OLL,0,0,0,0,2,1,2,2,0,1,not specific,2
937,BDU,OLQ,0,0,0,1,0,1,1,1,0,1,not specific,1
938,BDU,PLN,1,0,0,0,0,1,1,1,1,0,not specific,1
939,BDU,PVC,4,1,0,0,0,2,5,5,2,0,not specific,5
940,BDU,PVN,7,16,25,11,19,5,78,26,3,2,core,78
941,BDU,PVP,0,0,0,7,0,1,7,7,0,1,not specific,7
942,BDU,PVQ,1,0,0,0,0,1,1,1,1,0,not specific,1
943,BDU,PVR,0,0,0,17,10,2,27,27,0,2,pristi_specific,27
944,BDU,RIC,0,0,0,3,0,1,3,3,0,1,not specific,3
945,BDU,RID,3,1,0,0,0,2,4,4,2,0,not specific,4
946,BDU,RIF,4,0,2,1,0,3,7,7,2,1,not specific,7
947,BDU,RIP,0,0,0,1,0,1,1,1,0,1,not specific,1
948,BDU,RIS,0,0,0,16,2,2,18,4.5,0,2,pristi_specific,18
949,BDU,RMG,0,0,0,1,0,1,1,0.3333333333333333,0,1,not specific,1
950,BDU,SDQ,0,1,2,5,7,4,15,15,2,2,not specific,15
951,BDU,SIB,0,0,0,9,0,1,9,2.25,0,1,not specific,9
952,BDU,URA,2,1,6,0,0,3,9,2.25,3,0,cel_specific,9
953,BDU,URB,0,0,0,7,2,2,9,1.8,0,2,pristi_specific,9
954,BDU,URY,0,0,0,1,0,1,1,0.25,0,1,not specific,1
955,CEP,ADE,1,0,0,0,0,1,1,0.25,1,0,not specific,1
956,CEP,ADL,0,0,3,0,0,1,3,1.5,1,0,not specific,3
957,CEP,AFD,0,0,2,0,0,1,2,2,1,0,not specific,2
958,CEP,AIN,0,0,2,0,0,1,2,1,1,0,not specific,2
959,CEP,ALM,1,1,2,0,0,3,4,4,3,0,cel_specific,4
960,CEP,ASG,0,0,2,0,0,1,2,1,1,0,not specific,2
961,CEP,AVB,3,0,0,0,0,1,3,1.5,1,0,not specific,3
962,CEP,AVD,1,1,0,0,0,2,2,0.6666666666666666,2,0,not specific,2
963,CEP,AVE,26,30,48,21,15,5,140,140,3,2,core,140
964,CEP,AVJ,1,1,0,0,0,2,2,2,2,0,not specific,2
965,CEP,BDU,0,0,5,0,0,1,5,1.25,1,0,not specific,5
966,CEP,CEP,0,0,8,0,0,1,8,4,1,0,not specific,8
967,CEP,IL1,15,22,51,90,30,5,208,69.33333333333333,3,2,core,208
968,CEP,IL2,0,0,4,0,0,1,4,4,1,0,not specific,4
969,CEP,OLL,31,45,44,11,3,5,134,134,3,2,core,134
970,CEP,OLQ,24,23,77,0,0,3,124,124,3,0,cel_specific,124
971,CEP,PLN,0,1,0,3,0,2,4,4,1,1,not specific,4
972,CEP,PVR,2,3,0,0,0,2,5,5,2,0,not specific,5
973,CEP,RIA,0,1,3,18,2,4,24,4.8,2,2,not specific,24
974,CEP,RIB,4,4,9,0,0,3,17,4.25,3,0,cel_specific,17
975,CEP,RIC,32,32,113,81,95,5,353,353,3,2,core,353
976,CEP,RIF,0,0,2,0,0,1,2,2,1,0,not specific,2
977,CEP,RIH,0,0,5,0,0,1,5,2.5,1,0,not specific,5
978,CEP,RIM,0,0,0,1,0,1,1,1,0,1,not specific,1
979,CEP,RIP,4,4,15,0,6,4,29,29,3,1,not specific,29
980,CEP,RIS,2,2,3,2,3,5,12,4,3,2,core,12
981,CEP,RIV,0,0,2,0,0,1,2,2,1,0,not specific,2
982,CEP,RMD,27,34,41,67,34,5,203,203,3,2,core,203
983,CEP,RMG,1,1,9,0,0,3,11,5.5,3,0,cel_specific,11
984,CEP,RMH,19,15,47,1,0,4,82,82,3,1,not specific,82
985,CEP,SDQ,1,0,0,0,0,1,1,1,1,0,not specific,1
986,CEP,SIA,3,5,17,0,0,3,25,,3,0,cel_specific,25
987,CEP,SIB,1,0,3,2,0,3,6,1.2,2,1,not specific,6
988,CEP,SMB,5,3,9,29,0,4,46,11.5,3,1,not specific,46
989,CEP,SMD,2,5,3,4,0,4,14,7,3,1,not specific,14
990,CEP,URA,11,7,20,3,0,4,41,41,3,1,not specific,41
991,CEP,URB,8,12,25,0,0,3,45,22.5,3,0,cel_specific,45
992,CEP,URX,8,6,4,2,0,4,20,20,3,1,not specific,20
993,CEP,URY,9,6,17,0,0,3,32,16,3,0,cel_specific,32
994,DBn,DBn,0,0,0,0,4,1,4,4,0,1,not specific,4
995,DVA,ADA,1,1,0,0,7,3,9,9,2,1,not specific,9
996,DVA,ADE,0,1,0,0,0,1,1,1,1,0,not specific,1
997,DVA,AIZ,7,4,8,2,0,4,21,7,3,1,not specific,21
998,DVA,AQR,4,4,6,0,0,3,14,7,3,0,cel_specific,14
999,DVA,AUA,8,5,12,0,0,3,25,6.25,3,0,cel_specific,25
1000,DVA,AVA,2,3,9,0,0,3,14,14,3,0,cel_specific,14
1001,DVA,AVB,1,1,2,2,6,5,12,3,3,2,core,12
1002,DVA,AVD,0,1,2,0,0,2,3,3,2,0,not specific,3
1003,DVA,AVE,23,14,36,33,20,5,126,25.2,3,2,core,126
1004,DVA,AVK,0,0,0,2,0,1,2,0.6666666666666666,0,1,not specific,2
1005,DVA,CEP,0,0,0,6,2,2,8,4,0,2,pristi_specific,8
1006,DVA,FLP,1,1,0,0,0,2,2,2,2,0,not specific,2
1007,DVA,OLQ,0,2,0,2,0,2,4,4,1,1,not specific,4
1008,DVA,PVC,0,2,3,0,2,3,7,7,2,1,not specific,7
1009,DVA,PVP,1,0,3,0,7,3,11,5.5,2,1,not specific,11
1010,DVA,RIA,2,3,11,0,0,3,16,5.333333333333333,3,0,cel_specific,16
1011,DVA,RIB,0,2,0,0,0,1,2,2,1,0,not specific,2
1012,DVA,RIC,0,0,0,3,0,1,3,1,0,1,not specific,3
1013,DVA,RIH,1,1,0,0,0,2,2,0.6666666666666666,2,0,not specific,2
1014,DVA,RIM,1,1,5,2,0,4,9,3,3,1,not specific,9
1015,DVA,RIP,0,1,0,0,0,1,1,1,1,0,not specific,1
1016,DVA,RIR,4,2,4,0,0,3,10,10,3,0,cel_specific,10
1017,DVA,RIV,0,0,0,1,0,1,1,1,0,1,not specific,1
1018,DVA,RMF,1,0,0,0,4,2,5,1.6666666666666667,1,1,not specific,5
1019,DVA,SAA,0,0,9,0,0,1,9,9,1,0,not specific,9
1020,DVA,SAB,0,0,3,4,4,3,11,5.5,1,2,not specific,11
1021,DVA,SDQ,1,0,0,0,0,1,1,0.5,1,0,not specific,1
1022,DVA,SIA,2,0,0,2,0,2,4,2,1,1,not specific,4
1023,DVA,SIB,0,1,0,8,4,3,13,13,1,2,not specific,13
1024,DVA,SMB,6,6,23,0,0,3,35,8.75,3,0,cel_specific,35
1025,DVA,SMD,0,0,1,0,0,1,1,0.5,1,0,not specific,1
1026,DVA,URX,1,0,1,0,0,2,2,2,2,0,not specific,2
1027,DVA,URY,1,2,3,0,0,3,6,6,3,0,cel_specific,6
1028,DVA,VBn,0,0,1,0,0,1,1,0.5,1,0,not specific,1
1029,DVC,ADA,0,0,0,3,0,1,3,3,0,1,not specific,3
1030,DVC,ADE,0,0,0,17,0,1,17,17,0,1,not specific,17
1031,DVC,AIB,16,12,6,26,26,5,86,86,3,2,core,86
1032,DVC,AIZ,0,1,0,0,0,1,1,1,1,0,not specific,1
1033,DVC,AQR,0,1,0,15,0,2,16,16,1,1,not specific,16
1034,DVC,AVA,16,15,50,44,43,5,168,168,3,2,core,168
1035,DVC,AVB,0,0,1,0,7,2,8,4,1,1,not specific,8
1036,DVC,AVE,1,3,0,0,7,3,11,3.6666666666666665,2,1,not specific,11
1037,DVC,AVK,6,2,2,11,0,4,21,7,3,1,not specific,21
1038,DVC,AVL,1,0,0,0,0,1,1,0.5,1,0,not specific,1
1039,DVC,CEP,0,0,0,2,0,1,2,2,0,1,not specific,2
1040,DVC,DVC,0,0,0,4,0,1,4,4,0,1,not specific,4
1041,DVC,FLP,0,1,0,0,0,1,1,0.25,1,0,not specific,1
1042,DVC,OLL,1,0,0,0,0,1,1,0.2,1,0,not specific,1
1043,DVC,PVT,0,0,1,1,0,2,2,2,1,1,not specific,2
1044,DVC,RIB,10,14,8,14,5,5,51,12.75,3,2,core,51
1045,DVC,RID,1,0,0,0,0,1,1,1,1,0,not specific,1
1046,DVC,RIG,16,23,29,4,0,4,72,72,3,1,not specific,72
1047,DVC,RIH,0,0,0,1,0,1,1,1,0,1,not specific,1
1048,DVC,RIM,1,0,0,0,0,1,1,1,1,0,not specific,1
1049,DVC,RIV,1,1,2,0,0,3,4,1.3333333333333333,3,0,cel_specific,4
1050,DVC,RMF,15,10,23,0,0,3,48,16,3,0,cel_specific,48
1051,DVC,SAA,1,0,0,0,0,1,1,0.3333333333333333,1,0,not specific,1
1052,DVC,SDQ,0,0,0,2,0,1,2,0.6666666666666666,0,1,not specific,2
1053,DVC,URA,0,0,1,4,0,2,5,1.6666666666666667,1,1,not specific,5
1054,DVC,URY,0,3,0,8,5,3,16,16,1,2,not specific,16
1055,FLP,ADA,2,1,2,0,0,3,5,1.6666666666666667,3,0,cel_specific,5
1056,FLP,ADE,4,3,33,0,0,3,40,20,3,0,cel_specific,40
1057,FLP,AIB,10,2,9,0,0,3,21,10.5,3,0,cel_specific,21
1058,FLP,AVA,38,30,104,0,0,3,172,172,3,0,cel_specific,172
1059,FLP,AVB,11,6,76,0,0,3,93,46.5,3,0,cel_specific,93
1060,FLP,AVD,6,8,58,0,0,3,72,72,3,0,cel_specific,72
1061,FLP,AVE,6,8,48,0,0,3,62,31,3,0,cel_specific,62
1062,FLP,AVJ,1,0,2,0,0,2,3,1,2,0,not specific,3
1063,FLP,DVA,0,1,10,0,0,2,11,5.5,2,0,not specific,11
1064,FLP,FLP,3,4,14,0,0,3,21,21,3,0,cel_specific,21
1065,FLP,PVC,5,2,2,0,0,3,9,3,3,0,cel_specific,9
1066,FLP,PVP,1,0,0,0,0,1,1,1,1,0,not specific,1
1067,FLP,RIH,1,2,0,0,0,2,3,3,2,0,not specific,3
1068,FLP,RIS,0,1,1,0,0,2,2,1,2,0,not specific,2
1069,FLP,SDQ,1,2,0,0,0,2,3,3,2,0,not specific,3
1070,FLP,VBn,0,0,1,0,0,1,1,1,1,0,not specific,1
1071,HSN,ADA,0,0,0,4,0,1,4,4,0,1,not specific,4
1072,HSN,ADL,1,1,2,15,0,4,19,19,3,1,not specific,19
1073,HSN,AIA,7,6,15,1,0,4,29,7.25,3,1,not specific,29
1074,HSN,AIB,0,0,2,34,0,2,36,18,1,1,not specific,36
1075,HSN,AIM,0,0,2,2,0,2,4,0.8,1,1,not specific,4
1076,HSN,AIZ,4,0,13,4,0,3,21,21,2,1,not specific,21
1077,HSN,ALM,1,0,0,0,0,1,1,1,1,0,not specific,1
1078,HSN,AQR,1,0,0,0,0,1,1,0.5,1,0,not specific,1
1079,HSN,ASE,2,0,0,10,0,2,12,3,1,1,not specific,12
1080,HSN,ASH,3,4,8,0,0,3,15,15,3,0,cel_specific,15
1081,HSN,ASI,0,0,0,3,0,1,3,1,0,1,not specific,3
1082,HSN,ASJ,0,0,2,0,0,1,2,2,1,0,not specific,2
1083,HSN,ASK,3,2,5,7,0,4,17,8.5,3,1,not specific,17
1084,HSN,AVA,1,0,0,0,0,1,1,0.3333333333333333,1,0,not specific,1
1085,HSN,AVB,4,0,0,5,0,2,9,9,1,1,not specific,9
1086,HSN,AVD,2,0,0,2,0,2,4,4,1,1,not specific,4
1087,HSN,AVF,1,1,20,4,0,4,26,6.5,3,1,not specific,26
1088,HSN,AVH,1,1,4,0,0,3,6,6,3,0,cel_specific,6
1089,HSN,AVJ,0,1,6,0,0,2,7,7,2,0,not specific,7
1090,HSN,AVM,0,1,0,0,0,1,1,1,1,0,not specific,1
1091,HSN,AWA,2,1,3,1,0,4,7,7,3,1,not specific,7
1092,HSN,AWB,7,4,10,4,0,4,25,25,3,1,not specific,25
1093,HSN,BDU,2,6,2,0,0,3,10,3.3333333333333335,3,0,cel_specific,10
1094,HSN,HSN,0,1,7,0,0,2,8,2.6666666666666665,2,0,not specific,8
1095,HSN,PLN,0,0,0,1,0,1,1,1,0,1,not specific,1
1096,HSN,PVN,2,3,1,0,0,3,6,6,3,0,cel_specific,6
1097,HSN,PVQ,2,2,2,2,0,4,8,8,3,1,not specific,8
1098,HSN,RIF,3,5,20,1,0,4,29,,3,1,not specific,29
1099,HSN,RIM,2,0,7,0,0,2,9,,2,0,not specific,9
1100,HSN,RIR,0,0,3,0,0,1,3,3,1,0,not specific,3
1101,HSN,RMD,0,0,1,0,0,1,1,,1,0,not specific,1
1102,HSN,RMG,0,1,2,8,0,3,11,5.5,2,1,not specific,11
1103,HSN,SIA,0,0,0,1,0,1,1,1,0,1,not specific,1
